id,y_pred
1,0.9935358762741089
3,0.9995425939559937
9,0.9995792508125305
10,0.0037883520126342773
14,0.999542236328125
24,0.9995821118354797
32,0.9994578957557678
34,0.2761070728302002
42,0.0006254315376281738
57,0.00039011240005493164
58,0.9995749592781067
60,0.9995520710945129
63,0.9995774626731873
69,0.9995412826538086
70,0.00860530138015747
71,0.004301190376281738
77,0.9992691874504089
78,0.9995996356010437
89,0.9996017813682556
95,0.9995610117912292
98,0.9996028542518616
100,0.9995747208595276
110,0.9996013045310974
121,0.9995906949043274
146,0.999600350856781
152,0.9995726943016052
158,0.0004961490631103516
164,0.9995841383934021
166,0.9995518326759338
168,0.0004259943962097168
170,0.18780827522277832
171,0.9996167421340942
181,0.9994920492172241
184,0.9995798468589783
187,0.9988465309143066
191,0.9995819926261902
192,0.9996122717857361
204,0.9992814660072327
206,0.9995831847190857
207,0.999553382396698
211,0.9995799660682678
215,0.9995905756950378
224,0.08572155237197876
226,0.10514748096466064
231,0.9995399713516235
232,0.9992801547050476
234,0.9995788931846619
237,0.9995984435081482
239,0.9994454979896545
249,0.9995922446250916
252,0.0015343427658081055
256,0.9994625449180603
262,0.9995806813240051
266,0.0004566311836242676
268,0.00038689374923706055
269,0.9996079802513123
275,0.9995966553688049
276,0.9995803236961365
278,0.9995086193084717
279,0.001873314380645752
281,0.9995829463005066
286,0.9995843768119812
287,0.0004304051399230957
305,0.9996035695075989
311,0.0011981725692749023
316,0.0004056096076965332
319,0.999562680721283
320,0.0003819465637207031
322,0.0005386471748352051
324,0.9996119141578674
327,0.00410228967666626
329,0.9996281862258911
337,0.0027222037315368652
338,0.9995965361595154
341,0.9995924830436707
345,0.99849534034729
346,0.0023194551467895508
349,0.0005411505699157715
353,0.99958735704422
361,0.9995781779289246
366,0.00041288137435913086
369,0.9995678067207336
380,0.9995881915092468
383,0.9995904564857483
390,0.0013962388038635254
403,0.9961812496185303
407,0.9995895028114319
413,0.9995613694190979
426,0.9995800852775574
427,0.9994276165962219
429,0.7701253294944763
435,0.0006026029586791992
442,0.9996178150177002
445,0.9996209144592285
447,0.9995717406272888
450,0.0004032254219055176
464,0.9995903372764587
469,0.9995269775390625
478,0.9977267384529114
488,0.9996234178543091
492,0.0060617923736572266
493,0.9993798732757568
504,0.999568521976471
513,0.9996098875999451
516,0.9995899796485901
517,0.00039511919021606445
518,0.9996030926704407
522,0.9993346333503723
528,0.9964084029197693
543,0.0004132390022277832
545,0.9992190599441528
550,0.00040155649185180664
553,0.9995816349983215
555,0.9995675683021545
558,0.9994718432426453
559,0.999561607837677
560,0.9770106077194214
569,0.0004649162292480469
572,0.0004023909568786621
578,0.9995829463005066
580,0.0004169344902038574
585,0.9995740056037903
586,0.9996161460876465
592,0.9995817542076111
593,0.9995836615562439
600,0.9995929598808289
610,0.9996079802513123
612,0.0004054903984069824
614,0.9995824694633484
619,0.9990882873535156
624,0.9995566010475159
626,0.9995774626731873
634,0.0003859400749206543
635,0.00040394067764282227
636,0.00042682886123657227
643,0.0022400617599487305
652,0.05984187126159668
658,0.9995051622390747
660,0.9995642304420471
674,0.9995836615562439
684,0.000647127628326416
685,0.9988194108009338
698,0.9995269775390625
716,0.00737917423248291
717,0.00040477514266967773
719,0.9995638728141785
720,0.9995742440223694
721,0.999570906162262
722,0.9994372725486755
724,0.9995230436325073
726,0.9995747208595276
732,0.926527738571167
736,0.00038820505142211914
748,0.00039571523666381836
756,0.9995313882827759
758,0.999600350856781
761,0.9994621872901917
769,0.9995946288108826
773,0.9995385408401489
776,0.9992478489875793
785,0.9995697140693665
789,0.9996020197868347
790,0.9994832277297974
792,0.9988190531730652
799,0.020595431327819824
801,0.9995812773704529
802,0.9995759129524231
804,0.9995648264884949
810,0.9996242523193359
812,0.018094778060913086
817,0.9995885491371155
818,0.9995595812797546
820,0.00042873620986938477
833,0.0003871321678161621
838,0.9995824694633484
840,0.9995929598808289
841,0.999589741230011
849,0.9989392161369324
850,0.9996103644371033
856,0.9995619654655457
857,0.9996110796928406
866,0.00042945146560668945
869,0.9996191263198853
873,0.999582827091217
874,0.9995923638343811
877,0.999612033367157
882,0.9995831847190857
888,0.0003921389579772949
891,0.9996106028556824
895,0.006234884262084961
896,0.9995750784873962
898,0.00039833784103393555
899,0.9993463158607483
903,0.000402987003326416
908,0.9996167421340942
920,0.0008281469345092773
924,0.004540920257568359
927,0.999578058719635
929,0.9994578957557678
936,0.9995762705802917
948,0.9996065497398376
955,0.0003858804702758789
