id,y_pred
1,0.4850594997406006
3,0.49433010816574097
9,0.49443745613098145
10,0.48182082176208496
14,0.48847275972366333
24,0.49510109424591064
32,0.49962425231933594
34,0.4825248718261719
42,0.48317497968673706
57,0.48026734590530396
58,0.4909861087799072
60,0.48564404249191284
63,0.49424803256988525
69,0.49878090620040894
70,0.4886590838432312
71,0.48847877979278564
77,0.48610925674438477
78,0.4904062747955322
89,0.4945395588874817
95,0.49235785007476807
98,0.49460268020629883
100,0.49392789602279663
110,0.49264073371887207
121,0.4922427535057068
146,0.4956662058830261
152,0.49171149730682373
158,0.48144179582595825
164,0.4925955533981323
166,0.4881249666213989
168,0.4815875291824341
170,0.48926305770874023
171,0.4991481304168701
181,0.4913390278816223
184,0.4895629286766052
187,0.4934072494506836
191,0.4937383532524109
192,0.4983329176902771
204,0.4849163889884949
206,0.49236875772476196
207,0.489706814289093
211,0.49197858572006226
215,0.4920329451560974
224,0.4867982268333435
226,0.48464590311050415
231,0.49964439868927
232,0.48653358221054077
234,0.49743902683258057
237,0.5013857483863831
239,0.4835233688354492
249,0.49266791343688965
252,0.4881269335746765
256,0.49338191747665405
262,0.4984782338142395
266,0.47882550954818726
268,0.4802630543708801
269,0.4965319037437439
275,0.5008826851844788
276,0.4975345730781555
278,0.49213433265686035
279,0.47942572832107544
281,0.4961564540863037
286,0.4971606135368347
287,0.485736608505249
305,0.49928319454193115
311,0.47776639461517334
316,0.48137331008911133
319,0.4975166916847229
320,0.4785463213920593
322,0.4791683554649353
324,0.49802303314208984
327,0.4896462559700012
329,0.49931007623672485
337,0.4912431240081787
338,0.49317729473114014
341,0.49515318870544434
345,0.48490363359451294
346,0.4825626015663147
349,0.4820513129234314
353,0.49280279874801636
361,0.49443334341049194
366,0.47947853803634644
369,0.49836623668670654
380,0.4951644539833069
383,0.49370479583740234
390,0.48187458515167236
403,0.48875272274017334
407,0.4888126850128174
413,0.4933738708496094
426,0.49765121936798096
427,0.4912225008010864
429,0.487493097782135
435,0.48091745376586914
442,0.49525725841522217
445,0.49122411012649536
447,0.4904148578643799
450,0.4798438549041748
464,0.4884551763534546
469,0.49307018518447876
478,0.4826968312263489
488,0.49549955129623413
492,0.4939119815826416
493,0.4880908131599426
504,0.48523223400115967
513,0.49724119901657104
516,0.495384156703949
517,0.4816095232963562
518,0.4922413229942322
522,0.4898051619529724
528,0.4891993999481201
543,0.48023492097854614
545,0.4853905439376831
550,0.4788239002227783
553,0.491557240486145
555,0.4985705018043518
558,0.4934930205345154
559,0.49419671297073364
560,0.48314160108566284
569,0.47782033681869507
572,0.4834256172180176
578,0.48960304260253906
580,0.48209941387176514
585,0.4907628297805786
586,0.4973442554473877
592,0.48876070976257324
593,0.4929203391075134
600,0.5009185671806335
610,0.49133336544036865
612,0.4781058430671692
614,0.49023711681365967
619,0.48217201232910156
624,0.4941021203994751
626,0.49766600131988525
634,0.481967031955719
635,0.4811830520629883
636,0.48452824354171753
643,0.48403632640838623
652,0.48345237970352173
658,0.4909501075744629
660,0.4922577142715454
674,0.4945632815361023
684,0.47998493909835815
685,0.4888826608657837
698,0.4925668239593506
716,0.4840485453605652
717,0.4801951050758362
719,0.4903368353843689
720,0.49776124954223633
721,0.49581438302993774
722,0.49677711725234985
724,0.49071961641311646
726,0.4955484867095947
732,0.49092864990234375
736,0.48235785961151123
748,0.4850894808769226
756,0.49347442388534546
758,0.4956601858139038
761,0.48900145292282104
769,0.4965876340866089
773,0.4927929639816284
776,0.49661630392074585
785,0.49288713932037354
789,0.49776357412338257
790,0.493297815322876
792,0.48605358600616455
799,0.48274219036102295
801,0.49185997247695923
802,0.4919241666793823
804,0.49089258909225464
810,0.4991203546524048
812,0.48386746644973755
817,0.4938133955001831
818,0.49750107526779175
820,0.49068063497543335
833,0.4783838391304016
838,0.4881020188331604
840,0.4900527000427246
841,0.4955563545227051
849,0.4919946789741516
850,0.5003421902656555
856,0.49585938453674316
857,0.4970781207084656
866,0.4823790192604065
869,0.4986985921859741
873,0.4939234256744385
874,0.4951091408729553
877,0.4983258843421936
882,0.4905990958213806
888,0.48040276765823364
891,0.4956415295600891
895,0.4839259386062622
896,0.4942898750305176
898,0.4852840304374695
899,0.4828187823295593
903,0.48217296600341797
908,0.4947474002838135
920,0.47990334033966064
924,0.4818686246871948
927,0.49870777130126953
929,0.4946165680885315
936,0.49110013246536255
948,0.49692094326019287
955,0.4800056219100952
959,0.49522656202316284
962,0.48206257820129395
966,0.4795148968696594
969,0.4854689836502075
971,0.48368239402770996
980,0.4959583282470703
981,0.4979909062385559
985,0.49745213985443115
988,0.4847763776779175
991,0.4985424280166626
995,0.49254435300827026
996,0.48083388805389404
999,0.48733359575271606
1003,0.4840430021286011
1004,0.49834495782852173
1010,0.4937102794647217
1011,0.4840339422225952
1022,0.49197816848754883
1027,0.4947474002838135
1035,0.4973532557487488
1039,0.5010706782341003
1043,0.49874788522720337
1049,0.48727208375930786
1060,0.49477308988571167
1066,0.48856019973754883
1067,0.4851378798484802
1070,0.49696362018585205
1080,0.48092716932296753
1082,0.4963316321372986
1085,0.48183655738830566
1088,0.48382508754730225
1091,0.4937615394592285
1100,0.49522310495376587
1102,0.48397165536880493
1108,0.48516786098480225
1109,0.4921491742134094
1110,0.4968515634536743
1114,0.4888482689857483
1118,0.4907805919647217
1120,0.4906083345413208
1124,0.4963642954826355
1125,0.4954778552055359
1129,0.49638307094573975
1141,0.48587465286254883
1143,0.4976692795753479
1147,0.4966025948524475
1150,0.49058032035827637
1151,0.49221163988113403
1153,0.48909759521484375
1155,0.498651385307312
1159,0.49337631464004517
1161,0.4995124936103821
1162,0.49412304162979126
1172,0.4939155578613281
1187,0.49714791774749756
